,State_name,Sector,Sex,Age,Marital_Status,Year_Edu,LFPR
3175,Kerala,0,0,2,0,0,0
3176,Kerala,0,1,42,1,10,1
3177,Kerala,0,0,19,0,13,0
3178,Kerala,0,0,46,1,8,1
3179,Kerala,0,1,39,1,10,0
3180,Kerala,0,0,19,0,13,0
3181,Kerala,0,0,14,0,8,0
3182,Kerala,0,0,70,1,0,0
3183,Kerala,0,1,66,1,0,0
3184,Kerala,0,0,18,0,12,1
3185,Kerala,0,0,73,1,2,1
3186,Kerala,0,1,63,1,5,0
3187,Kerala,0,0,44,1,8,1
3188,Kerala,0,1,38,1,17,1
3189,Kerala,0,0,17,0,12,0
3190,Kerala,0,0,12,0,5,0
3191,Kerala,0,0,7,0,1,0
3192,Kerala,0,0,39,1,10,1
3193,Kerala,0,1,29,1,10,0
3194,Kerala,0,0,67,1,2,0
3195,Kerala,0,1,60,1,3,0
3196,Kerala,0,0,35,1,10,1
3197,Kerala,0,1,26,1,12,0
3198,Kerala,0,0,6,0,1,0
3199,Kerala,0,0,45,0,8,1
3200,Kerala,0,1,29,1,12,0
3201,Kerala,0,0,9,0,2,0
3202,Kerala,0,0,5,0,0,0
3203,Kerala,0,0,66,1,4,1
3204,Kerala,0,1,57,1,4,1
3205,Kerala,0,0,35,1,10,1
3206,Kerala,0,1,25,1,15,0
3207,Kerala,0,0,5,0,0,0
3208,Kerala,0,1,3,0,0,0
3209,Kerala,0,0,30,0,12,1
3210,Kerala,0,1,30,1,10,0
3211,Kerala,0,1,12,0,5,0
3212,Kerala,0,1,5,0,0,0
3213,Kerala,0,0,59,1,5,1
3214,Kerala,0,1,49,1,10,1
3215,Kerala,0,0,29,0,13,1
3216,Kerala,0,0,38,1,10,1
3217,Kerala,0,1,32,1,12,0
3218,Kerala,0,0,7,0,1,0
3219,Kerala,0,1,10,0,4,0
3220,Kerala,0,1,3,0,0,0
3221,Kerala,0,0,67,1,12,1
3222,Kerala,0,1,64,1,10,0
3223,Kerala,0,0,38,1,15,1
3224,Kerala,0,1,30,1,15,1
3225,Kerala,0,1,2,0,0,0
3226,Kerala,0,0,63,0,10,1
3227,Kerala,0,0,52,1,5,1
3228,Kerala,0,1,48,1,10,1
3229,Kerala,0,1,23,1,16,1
3230,Kerala,0,0,54,1,9,1
3231,Kerala,0,1,40,1,8,1
3232,Kerala,0,0,20,0,14,0
3233,Kerala,0,0,14,0,9,0
3234,Kerala,0,1,18,0,12,0
3235,Kerala,0,0,6,0,0,0
3236,Kerala,0,0,52,1,8,1
3237,Kerala,0,1,44,1,7,0
3238,Kerala,0,0,18,0,12,0
3239,Kerala,0,0,33,0,10,0
3240,Kerala,0,0,41,1,12,1
3241,Kerala,0,1,36,1,12,0
3242,Kerala,0,0,4,0,0,0
3243,Kerala,0,1,17,0,11,0
3244,Kerala,0,1,11,0,5,0
3245,Kerala,0,1,49,1,9,1
3246,Kerala,0,1,17,0,11,0
3247,Kerala,0,0,62,1,9,1
3248,Kerala,0,1,50,1,10,0
3249,Kerala,0,0,35,1,17,1
3250,Kerala,0,1,29,1,15,0
3251,Kerala,0,1,5,0,0,0
3252,Kerala,0,1,1,0,0,0
3253,Kerala,0,0,58,1,10,0
3254,Kerala,0,1,47,1,15,1
3255,Kerala,0,0,29,0,13,1
3256,Kerala,0,0,41,0,8,1
3257,Kerala,0,1,75,0,0,0
3258,Kerala,0,0,53,1,15,1
3259,Kerala,0,1,48,1,15,0
3260,Kerala,0,0,22,0,15,0
3261,Kerala,0,0,20,0,14,0
3262,Kerala,0,0,53,1,8,1
3263,Kerala,0,1,45,1,8,0
3264,Kerala,0,1,20,0,14,0
3265,Kerala,0,0,73,1,7,0
3266,Kerala,0,1,63,1,10,0
3267,Kerala,0,0,47,1,9,1
3268,Kerala,0,1,39,1,9,1
3269,Kerala,0,1,13,0,7,0
3270,Kerala,0,1,9,0,4,0
3271,Kerala,0,0,44,0,7,0
3272,Kerala,0,1,46,1,12,0
3273,Kerala,0,0,16,0,10,0
3274,Kerala,0,1,24,1,14,1
3275,Kerala,0,1,22,0,15,1
3276,Kerala,0,0,33,0,9,1
3277,Kerala,0,0,25,0,14,1
3278,Kerala,0,1,50,0,9,1
3279,Kerala,0,0,50,0,10,1
3280,Kerala,0,0,49,1,7,1
3281,Kerala,0,1,46,1,15,1
3282,Kerala,0,0,28,0,12,1
3283,Kerala,0,0,22,0,12,1
3284,Kerala,0,1,49,1,14,0
3285,Kerala,0,0,24,0,15,1
3286,Kerala,0,0,66,1,10,1
3287,Kerala,0,1,52,1,8,0
3288,Kerala,0,0,62,0,10,0
3289,Kerala,0,0,39,0,15,1
3290,Kerala,0,0,43,1,9,1
3291,Kerala,0,1,37,1,10,1
3292,Kerala,0,0,12,0,6,0
3293,Kerala,0,1,16,0,10,0
3294,Kerala,0,0,45,1,4,1
3295,Kerala,0,1,44,1,10,1
3296,Kerala,0,1,16,0,10,0
3297,Kerala,0,1,14,0,8,0
3298,Kerala,0,0,52,1,6,0
3299,Kerala,0,1,41,1,10,1
3300,Kerala,0,0,19,0,12,1
3301,Kerala,0,1,22,0,14,1
3302,Kerala,0,0,59,1,4,1
3303,Kerala,0,1,52,1,0,0
3304,Kerala,0,0,34,1,10,1
3305,Kerala,0,1,28,1,12,0
3306,Kerala,0,0,4,0,0,0
3307,Kerala,0,1,9,0,3,0
3308,Kerala,0,0,13,0,7,0
3309,Kerala,0,0,10,0,4,0
3310,Kerala,0,0,62,1,4,1
3311,Kerala,0,1,50,1,3,0
3312,Kerala,0,0,36,1,14,1
3313,Kerala,0,1,34,1,12,1
3314,Kerala,0,0,58,1,10,1
3315,Kerala,0,1,57,1,10,1
3316,Kerala,0,0,50,1,10,1
3317,Kerala,0,1,47,1,10,0
3318,Kerala,0,1,11,0,5,0
3319,Kerala,0,0,44,0,15,1
3320,Kerala,0,0,69,1,6,1
3321,Kerala,0,1,55,1,12,0
3322,Kerala,0,0,74,1,9,1
3323,Kerala,0,1,65,1,8,0
3324,Kerala,0,1,52,1,12,1
3325,Kerala,0,0,55,1,8,1
3326,Kerala,0,1,20,0,15,1
3327,Kerala,0,1,18,0,11,0
3328,Kerala,0,0,46,1,8,1
3329,Kerala,0,1,38,1,9,1
3330,Kerala,0,1,17,0,11,0
3331,Kerala,0,1,14,0,8,0
3332,Kerala,0,1,13,0,7,0
3333,Kerala,0,0,36,0,10,1
3334,Kerala,0,0,42,1,10,1
3335,Kerala,0,1,37,1,12,1
3336,Kerala,0,0,3,0,0,0
3337,Kerala,0,0,44,1,7,1
3338,Kerala,0,1,44,1,7,0
3339,Kerala,0,1,9,0,2,0
3340,Kerala,0,0,60,1,10,0
3341,Kerala,0,1,56,1,4,1
3342,Kerala,0,1,30,1,12,0
3343,Kerala,0,0,1,0,0,0
3344,Kerala,0,0,45,1,10,1
3345,Kerala,0,0,32,1,5,1
3346,Kerala,0,1,30,1,7,1
3347,Kerala,0,0,40,1,10,1
3348,Kerala,0,1,29,1,15,1
3349,Kerala,0,1,3,0,0,0
3350,Kerala,0,0,59,1,4,0
3351,Kerala,0,1,45,1,4,0
3352,Kerala,0,0,35,0,10,1
3353,Kerala,0,0,77,1,12,1
3354,Kerala,0,1,68,1,12,1
3355,Kerala,0,0,71,1,2,0
3356,Kerala,0,1,68,1,3,0
3357,Kerala,0,0,45,0,10,1
3358,Kerala,0,0,67,1,10,1
3359,Kerala,0,1,67,1,10,1
3360,Kerala,0,0,83,1,7,1
3361,Kerala,0,1,81,1,8,1
3362,Kerala,0,0,52,0,4,1
3363,Kerala,0,0,58,1,12,1
3364,Kerala,0,1,52,1,17,1
3365,Kerala,0,0,21,0,16,1
3366,Kerala,0,0,18,0,12,0
3367,Kerala,0,0,69,1,10,1
3368,Kerala,0,1,60,1,15,0
3369,Kerala,0,0,45,1,10,1
3370,Kerala,0,1,42,1,16,0
3371,Kerala,0,1,15,0,9,0
3372,Kerala,0,1,9,0,4,0
3373,Kerala,0,0,59,1,6,1
3374,Kerala,0,1,46,1,12,1
3375,Kerala,0,0,55,1,7,1
3376,Kerala,0,1,50,1,12,1
3377,Kerala,0,1,20,0,14,0
3378,Kerala,0,1,50,1,10,0
3379,Kerala,0,0,25,0,15,1
3380,Kerala,0,0,62,1,7,1
3381,Kerala,0,1,59,1,8,0
3382,Kerala,0,1,23,0,16,1
3383,Kerala,0,0,54,0,0,0
3384,Kerala,0,0,67,1,4,1
3385,Kerala,0,1,62,1,7,0
3386,Kerala,0,1,33,1,15,0
3387,Kerala,0,0,11,0,4,0
3388,Kerala,0,1,8,0,2,0
3389,Kerala,0,0,45,1,9,1
3390,Kerala,0,1,43,1,10,0
3391,Kerala,0,1,20,0,13,1
3392,Kerala,0,0,43,1,5,1
3393,Kerala,0,1,38,1,12,0
3394,Kerala,0,0,14,0,8,0
3395,Kerala,0,1,7,0,1,0
3396,Kerala,0,0,45,1,10,1
3397,Kerala,0,1,42,1,10,1
3398,Kerala,0,1,12,0,6,0
3399,Kerala,0,1,9,0,3,0
3400,Kerala,0,1,51,1,15,0
3401,Kerala,0,0,24,0,16,1
3402,Kerala,0,0,23,0,18,0
3403,Kerala,0,1,47,1,10,0
3404,Kerala,0,0,17,0,12,0
3405,Kerala,0,0,87,1,3,0
3406,Kerala,0,1,76,1,5,0
3407,Kerala,0,0,64,1,4,1
3408,Kerala,0,1,58,1,10,1
3409,Kerala,0,0,24,0,13,1
3410,Kerala,0,1,26,0,15,1
3411,Kerala,0,0,69,1,15,0
3412,Kerala,0,1,64,1,17,0
3413,Kerala,0,1,36,1,15,0
3414,Kerala,0,0,13,0,6,0
3415,Kerala,0,0,71,1,7,0
3416,Kerala,0,1,65,1,12,0
3417,Kerala,0,0,5,0,0,0
3418,Kerala,0,1,3,0,0,0
3419,Kerala,0,0,48,1,7,1
3420,Kerala,0,1,46,1,7,1
3421,Kerala,0,0,16,0,9,0
3422,Kerala,0,1,14,0,7,0
3423,Kerala,0,0,78,1,7,1
3424,Kerala,0,1,74,1,7,0
3425,Kerala,0,0,40,1,17,1
3426,Kerala,0,1,32,1,16,1
3427,Kerala,0,0,4,0,0,0
3428,Kerala,0,1,7,0,1,0
3429,Kerala,0,1,36,1,12,0
3430,Kerala,0,0,13,0,6,0
3431,Kerala,0,0,0,0,0,0
3432,Kerala,0,1,60,1,9,0
3433,Kerala,0,1,43,1,9,0
3434,Kerala,0,0,21,0,12,1
3435,Kerala,0,1,13,0,7,0
3436,Kerala,0,0,89,1,10,0
3437,Kerala,0,1,79,1,4,1
3438,Kerala,0,1,23,0,16,0
3439,Kerala,0,1,35,1,11,0
3440,Kerala,0,1,11,0,5,0
3441,Kerala,0,0,60,1,7,1
3442,Kerala,0,1,56,1,2,0
3443,Kerala,0,1,19,0,12,0
3444,Kerala,0,0,75,1,9,0
3445,Kerala,0,1,64,1,0,1
3446,Kerala,0,1,33,1,10,0
3447,Kerala,0,0,15,0,9,0
3448,Kerala,0,0,14,0,9,0
3449,Kerala,0,1,12,0,7,0
3450,Kerala,0,0,82,1,12,0
3451,Kerala,0,1,76,1,12,0
3452,Kerala,0,1,35,1,17,1
3453,Kerala,0,1,11,0,5,0
3454,Kerala,0,1,7,0,1,0
3455,Kerala,0,0,36,1,10,1
3456,Kerala,0,1,29,1,16,0
3457,Kerala,0,0,6,0,0,0
3458,Kerala,0,0,4,0,0,0
3459,Kerala,0,1,2,0,0,0
3460,Kerala,0,1,44,1,15,1
3461,Kerala,0,1,16,0,11,0
3462,Kerala,0,0,38,1,15,1
3463,Kerala,0,1,31,1,17,0
3464,Kerala,0,0,4,0,0,0
3465,Kerala,0,1,0,0,0,0
3466,Kerala,0,1,0,0,0,0
3467,Kerala,0,1,42,1,14,0
3468,Kerala,0,0,14,0,8,0
3469,Kerala,0,0,11,0,5,0
3470,Kerala,0,0,38,1,10,1
3471,Kerala,0,1,27,1,15,0
3472,Kerala,0,0,4,0,0,0
3473,Kerala,0,1,2,0,0,0
3474,Kerala,0,0,67,1,9,0
3475,Kerala,0,1,57,1,12,0
3476,Kerala,0,1,28,1,12,0
3477,Kerala,0,0,8,0,2,0
3478,Kerala,0,0,4,0,0,0
3479,Kerala,0,0,1,0,0,0
3480,Kerala,0,0,49,1,10,1
3481,Kerala,0,1,39,1,17,0
3482,Kerala,0,1,19,0,13,0
3483,Kerala,0,0,83,1,10,0
3484,Kerala,0,1,74,1,9,0
3485,Kerala,0,0,71,1,9,0
3486,Kerala,0,1,50,1,7,0
3487,Kerala,0,0,25,0,12,1
3488,Kerala,0,1,35,1,15,1
3489,Kerala,0,1,10,0,5,0
3490,Kerala,0,1,6,0,1,0
3491,Kerala,0,0,64,1,6,1
3492,Kerala,0,1,60,1,3,1
3493,Kerala,0,0,36,1,10,1
3494,Kerala,0,1,22,1,12,0
3495,Kerala,0,0,5,0,0,0
3496,Kerala,0,1,0,0,0,0
3497,Kerala,0,0,31,0,10,1
3498,Kerala,0,0,25,0,15,1
3499,Kerala,0,0,43,1,12,1
3500,Kerala,0,1,37,1,9,0
3501,Kerala,0,1,11,0,5,0
3502,Kerala,0,1,8,0,3,0
3503,Kerala,0,0,63,1,4,1
3504,Kerala,0,1,55,1,9,0
3505,Kerala,0,0,55,1,15,0
3506,Kerala,0,1,51,1,15,0
3507,Kerala,0,1,27,1,17,1
3508,Kerala,0,1,2,0,0,0
3509,Kerala,0,1,47,1,10,1
3510,Kerala,0,0,26,0,17,1
3511,Kerala,0,0,70,1,5,1
3512,Kerala,0,1,58,1,9,0
3513,Kerala,0,0,38,1,15,1
3514,Kerala,0,1,35,1,17,1
3515,Kerala,0,1,3,0,0,0
3516,Kerala,0,0,58,1,15,1
3517,Kerala,0,1,49,1,15,1
3518,Kerala,0,0,50,1,9,1
3519,Kerala,0,1,41,1,9,0
3520,Kerala,0,0,17,0,11,0
3521,Kerala,0,0,14,0,8,0
3522,Kerala,0,0,78,1,3,0
3523,Kerala,0,1,72,1,6,0
3524,Kerala,0,0,55,1,9,0
3525,Kerala,0,1,42,1,12,1
3526,Kerala,0,0,13,0,8,0
3527,Kerala,0,0,25,0,8,1
3528,Kerala,0,0,78,1,12,1
3529,Kerala,0,1,76,1,10,1
3530,Kerala,0,0,40,1,9,1
3531,Kerala,0,1,33,1,15,0
3532,Kerala,0,0,2,0,0,0
3533,Kerala,0,1,7,0,1,0
3534,Kerala,0,0,49,1,8,1
3535,Kerala,0,1,47,1,13,1
3536,Kerala,0,0,60,1,10,1
3537,Kerala,0,1,52,1,15,1
3538,Kerala,0,1,23,0,16,0
3539,Kerala,0,0,34,1,12,1
3540,Kerala,0,1,26,1,14,0
3541,Kerala,0,0,7,0,0,0
3542,Kerala,0,0,2,0,0,0
3543,Kerala,0,0,18,0,10,1
3544,Kerala,0,0,21,0,12,1
3545,Kerala,0,0,53,1,10,1
3546,Kerala,0,1,40,1,12,0
3547,Kerala,0,1,12,0,6,0
3548,Kerala,0,0,36,1,10,1
3549,Kerala,0,1,31,1,12,1
3550,Kerala,0,1,2,0,0,0
3551,Kerala,0,0,56,1,9,1
3552,Kerala,0,1,50,1,12,0
3553,Kerala,0,0,50,1,15,1
3554,Kerala,0,1,45,1,12,0
3555,Kerala,0,0,42,1,12,1
3556,Kerala,0,1,36,1,15,1
3557,Kerala,0,0,10,0,4,0
3558,Kerala,0,1,8,0,2,0
3559,Kerala,0,0,50,1,7,1
3560,Kerala,0,1,43,1,12,1
3561,Kerala,0,0,24,0,12,1
3562,Kerala,0,1,20,0,14,0
3563,Kerala,0,0,47,1,12,1
3564,Kerala,0,1,36,1,9,0
3565,Kerala,0,0,10,0,4,0
3566,Kerala,0,1,15,0,9,0
3567,Kerala,0,0,58,1,5,1
3568,Kerala,0,1,50,1,6,1
3569,Kerala,0,1,22,0,16,1
3570,Kerala,0,1,46,1,5,1
3571,Kerala,0,0,46,1,8,1
3572,Kerala,0,1,50,1,12,1
3573,Kerala,0,0,14,0,8,0
3574,Kerala,0,0,52,1,8,1
3575,Kerala,0,1,49,1,12,1
3576,Kerala,0,0,14,0,8,0
3577,Kerala,0,0,54,1,9,1
3578,Kerala,0,1,55,1,5,0
3579,Kerala,0,0,54,1,9,1
3580,Kerala,0,1,48,1,7,1
3581,Kerala,0,0,55,1,9,1
3582,Kerala,0,1,50,1,10,1
3583,Kerala,0,0,20,0,12,1
3584,Kerala,0,0,32,1,17,1
3585,Kerala,0,1,32,1,15,1
3586,Kerala,0,0,6,0,0,0
3587,Kerala,0,0,35,0,5,0
3588,Kerala,0,0,19,0,13,0
3589,Kerala,0,0,14,0,8,0
3590,Kerala,0,0,40,1,9,1
3591,Kerala,0,1,35,1,12,0
3592,Kerala,0,1,6,0,0,0
3593,Kerala,0,1,55,1,15,1
3594,Kerala,0,0,64,1,3,1
3595,Kerala,0,1,63,1,7,1
3596,Kerala,0,0,37,0,9,1
3597,Kerala,0,0,40,1,9,1
3598,Kerala,0,1,37,1,9,1
3599,Kerala,0,1,13,0,8,0
3600,Kerala,0,0,54,1,11,1
3601,Kerala,0,1,47,1,11,1
3602,Kerala,0,0,24,0,15,1
3603,Kerala,0,1,22,0,15,0
3604,Kerala,0,0,43,1,9,1
3605,Kerala,0,1,33,1,16,0
3606,Kerala,0,0,5,0,0,0
3607,Kerala,0,1,11,0,6,0
3608,Kerala,0,1,8,0,3,0
3609,Kerala,0,0,54,0,12,0
3610,Kerala,0,0,57,1,12,1
3611,Kerala,0,1,51,1,15,1
3612,Kerala,0,0,24,0,15,1
3613,Kerala,0,0,74,1,12,1
3614,Kerala,0,1,67,1,9,0
3615,Kerala,0,0,65,1,9,1
3616,Kerala,0,1,60,1,12,1
3617,Kerala,0,0,32,0,0,0
3618,Kerala,0,0,36,1,12,1
3619,Kerala,0,1,30,1,11,0
3620,Kerala,0,0,4,0,0,0
3621,Kerala,0,1,9,0,3,0
3622,Kerala,0,0,48,1,15,1
3623,Kerala,0,1,46,1,15,0
3624,Kerala,0,1,16,0,10,0
3625,Kerala,0,1,6,0,1,0
3626,Kerala,0,0,18,0,12,0
3627,Kerala,0,0,49,1,10,0
3628,Kerala,0,0,15,0,9,0
3629,Kerala,0,0,72,1,7,0
3630,Kerala,0,1,71,1,6,0
3631,Kerala,0,0,13,0,7,0
3632,Kerala,0,0,70,1,9,1
3633,Kerala,0,1,63,1,14,1
3634,Kerala,0,0,34,0,12,1
3635,Kerala,0,0,29,0,12,1
3636,Kerala,0,0,54,1,7,0
3637,Kerala,0,1,52,1,9,0
3638,Kerala,0,0,56,1,8,0
3639,Kerala,0,1,51,1,6,1
3640,Kerala,0,1,29,0,15,1
3641,Kerala,0,0,74,1,2,0
3642,Kerala,0,1,70,1,3,0
3643,Kerala,0,0,52,1,11,1
3644,Kerala,0,1,48,1,14,1
3645,Kerala,0,1,21,0,15,1
3646,Kerala,0,0,69,1,8,0
3647,Kerala,0,1,65,1,9,0
3648,Kerala,0,0,35,0,11,1
3649,Kerala,0,0,56,1,3,0
3650,Kerala,0,1,53,1,7,1
3651,Kerala,0,0,22,0,12,1
3652,Kerala,0,0,62,1,4,1
3653,Kerala,0,1,60,1,7,1
3654,Kerala,0,0,36,1,14,1
3655,Kerala,0,1,31,1,15,1
3656,Kerala,0,0,8,0,3,0
3657,Kerala,0,1,6,0,1,0
3658,Kerala,0,1,2,0,0,0
3659,Kerala,0,0,55,1,8,0
3660,Kerala,0,1,52,1,8,0
3661,Kerala,0,0,31,1,15,1
3662,Kerala,0,1,3,0,0,0
3663,Kerala,0,0,63,1,15,1
3664,Kerala,0,0,46,1,9,1
3665,Kerala,0,1,39,1,9,1
3666,Kerala,0,0,10,0,5,0
3667,Kerala,0,0,9,0,3,0
3668,Kerala,0,1,12,0,6,0
3669,Kerala,0,1,45,1,14,1
3670,Kerala,0,0,19,0,12,0
3671,Kerala,0,0,17,0,10,0
3672,Kerala,0,0,12,0,6,0
3673,Kerala,0,0,40,1,9,1
3674,Kerala,0,1,39,1,9,1
3675,Kerala,0,0,17,0,11,0
3676,Kerala,0,0,13,0,7,0
3677,Kerala,0,1,8,0,2,0
3678,Kerala,0,0,21,0,10,1
3679,Kerala,0,1,87,1,5,0
3680,Kerala,0,0,60,1,10,1
3681,Kerala,0,1,52,1,8,0
3682,Kerala,0,0,31,1,17,1
3683,Kerala,0,1,27,1,17,1
3684,Kerala,0,0,2,0,0,0
3685,Kerala,0,0,54,1,11,1
3686,Kerala,0,1,45,1,8,0
3687,Kerala,0,0,28,0,10,1
3688,Kerala,0,1,25,1,16,1
3689,Kerala,0,0,4,0,0,0
3690,Kerala,0,1,5,0,0,0
3691,Kerala,0,0,66,1,4,0
3692,Kerala,0,1,57,1,9,1
3693,Kerala,0,0,28,0,12,1
3694,Kerala,0,1,23,0,15,1
3695,Kerala,0,0,73,1,15,1
3696,Kerala,0,1,73,1,9,0
3697,Kerala,0,0,38,0,9,1
3698,Kerala,0,0,75,1,11,1
3699,Kerala,0,1,70,1,9,1
3700,Kerala,0,0,63,1,11,1
3701,Kerala,0,1,56,1,11,0
3702,Kerala,0,0,30,0,15,1
3703,Kerala,0,0,66,1,4,1
3704,Kerala,0,1,55,1,3,1
3705,Kerala,0,0,32,0,9,1
3706,Kerala,0,0,46,1,3,1
3707,Kerala,0,1,42,1,9,1
3708,Kerala,0,0,17,0,10,0
3709,Kerala,0,0,12,0,7,0
3710,Kerala,0,0,83,1,8,0
3711,Kerala,0,1,78,1,7,0
3712,Kerala,0,0,52,1,10,1
3713,Kerala,0,1,47,1,12,1
3714,Kerala,0,0,78,1,12,1
3715,Kerala,0,1,73,1,9,1
3716,Kerala,0,0,49,1,9,1
3717,Kerala,0,1,46,1,9,1
3718,Kerala,0,1,18,0,13,0
3719,Kerala,0,1,12,0,7,0
3720,Kerala,0,1,12,0,7,0
3721,Kerala,0,0,54,1,9,1
3722,Kerala,0,1,51,1,9,0
3723,Kerala,0,0,60,1,10,1
3724,Kerala,0,1,56,1,5,1
3725,Kerala,0,0,36,1,12,1
3726,Kerala,0,1,31,1,15,1
3727,Kerala,0,0,1,0,0,0
3728,Kerala,0,1,7,0,1,0
3729,Kerala,0,0,64,1,7,1
3730,Kerala,0,1,62,1,9,0
3731,Kerala,0,1,38,1,16,1
3732,Kerala,0,1,12,0,6,0
3733,Kerala,0,1,1,0,0,0
3734,Kerala,0,0,68,1,7,1
3735,Kerala,0,1,65,1,9,0
3736,Kerala,0,0,33,0,18,0
3737,Kerala,0,0,58,1,9,1
3738,Kerala,0,1,53,1,5,1
3739,Kerala,0,0,47,1,12,1
3740,Kerala,0,1,37,1,10,0
3741,Kerala,0,0,16,0,11,0
3742,Kerala,0,1,8,0,2,0
3743,Kerala,0,0,51,1,10,1
3744,Kerala,0,1,49,1,16,1
3745,Kerala,0,1,6,0,0,0
3746,Kerala,0,1,6,0,0,0
3747,Kerala,0,0,51,1,8,1
3748,Kerala,0,1,45,1,10,0
3749,Kerala,0,0,59,1,6,1
3750,Kerala,0,1,56,1,10,0
3751,Kerala,0,1,33,1,17,1
3752,Kerala,0,0,37,1,12,1
3753,Kerala,0,0,10,0,5,0
3754,Kerala,0,1,5,0,0,0
3755,Kerala,0,0,49,1,7,1
3756,Kerala,0,1,38,1,9,0
3757,Kerala,0,0,16,0,10,0
3758,Kerala,0,0,11,0,5,0
3759,Kerala,0,0,72,1,6,1
3760,Kerala,0,1,65,1,2,0
3761,Kerala,0,0,45,0,12,1
3762,Kerala,0,0,53,1,15,1
3763,Kerala,0,1,49,1,14,1
3764,Kerala,0,0,24,0,15,1
3765,Kerala,0,0,65,1,5,1
3766,Kerala,0,1,60,1,8,1
3767,Kerala,0,0,36,1,10,1
3768,Kerala,0,1,30,1,15,1
3769,Kerala,0,1,8,0,2,0
3770,Kerala,0,0,38,1,9,1
3771,Kerala,0,1,24,1,12,0
3772,Kerala,0,1,4,0,0,0
3773,Kerala,0,0,57,1,10,0
3774,Kerala,0,1,54,1,10,1
3775,Kerala,0,0,23,0,14,1
3776,Kerala,0,0,31,0,15,1
3777,Kerala,0,0,87,1,4,0
3778,Kerala,0,1,73,1,4,0
3779,Kerala,0,0,43,1,10,1
3780,Kerala,0,1,33,1,14,1
3781,Kerala,0,0,12,0,5,0
3782,Kerala,0,0,7,0,2,0
3783,Kerala,0,0,61,1,0,0
3784,Kerala,0,1,55,1,5,1
3785,Kerala,0,0,54,1,12,1
3786,Kerala,0,1,49,1,17,0
3787,Kerala,0,1,21,0,12,0
3788,Kerala,0,1,20,0,13,0
3789,Kerala,0,1,45,1,14,0
3790,Kerala,0,0,25,0,15,1
3791,Kerala,0,0,18,0,13,0
3792,Kerala,0,0,28,0,14,1
3793,Kerala,0,0,73,1,6,0
3794,Kerala,0,1,67,1,5,0
3795,Kerala,0,0,44,1,10,1
3796,Kerala,0,1,42,1,17,1
3797,Kerala,0,1,10,0,4,0
3798,Kerala,0,1,4,0,0,0
3799,Kerala,0,0,64,1,9,0
3800,Kerala,0,1,62,1,6,0
3801,Kerala,0,0,35,0,14,0
3802,Kerala,0,0,74,1,10,0
3803,Kerala,0,1,67,1,8,0
3804,Kerala,0,1,69,0,5,0
3805,Kerala,0,0,65,1,7,0
3806,Kerala,0,1,63,1,10,0
3807,Kerala,0,0,37,1,12,1
3808,Kerala,0,1,30,1,15,1
3809,Kerala,0,0,0,0,0,0
3810,Kerala,0,1,6,0,0,0
3811,Kerala,0,0,60,1,8,1
3812,Kerala,0,1,56,1,10,1
3813,Kerala,0,0,55,1,4,1
3814,Kerala,0,1,53,1,9,0
3815,Kerala,0,0,32,1,14,1
3816,Kerala,0,1,23,1,15,1
3817,Kerala,0,0,40,1,8,1
3818,Kerala,0,1,30,1,14,1
3819,Kerala,0,0,7,0,1,0
3820,Kerala,0,0,12,0,7,0
3821,Kerala,0,0,70,1,9,0
3822,Kerala,0,1,60,1,5,0
3823,Kerala,0,0,9,0,4,0
3824,Kerala,0,0,58,1,2,0
3825,Kerala,0,1,56,1,5,0
3826,Kerala,0,1,34,1,11,0
3827,Kerala,0,0,43,1,9,1
3828,Kerala,0,0,10,0,5,0
3829,Kerala,0,0,0,0,0,0
3830,Kerala,0,1,9,0,3,0
3831,Kerala,0,1,8,0,1,0
3832,Kerala,0,1,34,1,9,0
3833,Kerala,0,0,10,0,5,0
3834,Kerala,0,1,17,0,11,0
3835,Kerala,0,0,48,1,9,1
3836,Kerala,0,1,43,1,12,0
3837,Kerala,0,1,13,0,7,0
3838,Kerala,0,1,10,0,4,0
3839,Kerala,0,0,64,1,3,0
3840,Kerala,0,1,63,1,5,1
3841,Kerala,0,0,68,1,9,1
3842,Kerala,0,1,62,1,14,1
3843,Kerala,0,1,64,0,11,0
3844,Kerala,0,0,43,1,9,1
3845,Kerala,0,1,37,1,16,0
3846,Kerala,0,0,11,0,5,0
3847,Kerala,0,1,13,0,7,0
3848,Kerala,0,0,61,1,8,1
3849,Kerala,0,1,52,1,8,0
3850,Kerala,0,1,25,0,17,1
3851,Kerala,0,0,58,1,8,1
3852,Kerala,0,0,57,1,10,1
3853,Kerala,0,1,47,1,15,1
3854,Kerala,0,0,22,0,14,0
3855,Kerala,0,1,16,0,10,0
3856,Kerala,0,0,44,1,6,1
3857,Kerala,0,1,42,1,10,0
3858,Kerala,0,0,64,1,4,0
3859,Kerala,0,1,63,1,2,0
3860,Kerala,0,0,35,1,9,1
3861,Kerala,0,1,27,1,15,1
3862,Kerala,0,0,59,1,12,1
3863,Kerala,0,1,56,1,15,0
3864,Kerala,0,1,7,0,1,0
3865,Kerala,0,1,55,1,9,0
3866,Kerala,0,0,61,1,5,1
3867,Kerala,0,0,32,1,8,1
3868,Kerala,0,0,26,0,15,1
3869,Kerala,0,1,28,1,13,1
3870,Kerala,0,0,3,0,0,0
3871,Kerala,0,0,33,0,9,0
3872,Kerala,0,0,70,1,10,0
